,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,predicted,actual,error
429,10.616,998.29,100.14,4.6269,24.461,1084.1,550.15,133.72,11.784,1.5232,74.606,133.99585,133.72,0.27584960937500114
430,10.344,998.25,100.16,4.8576,24.383,1084.0,549.91,133.73,11.775,1.7181,74.58,133.79245,133.73,0.06244995117188523
431,10.381,998.32,100.15,4.8953,24.338,1083.8,549.77,133.57,11.769,1.6926,74.478,133.65198,133.57,0.08197753906250682
432,10.504,998.23,100.14,4.9634,24.656,1085.1,550.15,134.73,11.907,1.7252,74.692,134.58553,134.73,-0.14447448730467727
433,10.587,998.2,100.15,5.0156,24.539,1084.8,549.7,134.15,11.895,1.6832,75.106,134.37477,134.15,0.22477111816405682
434,10.731,998.26,100.14,5.0,24.575,1084.6,549.61,134.25,11.941,1.6762,75.063,134.41257,134.25,0.162567138671875
435,10.602,998.08,100.15,4.9143,24.114,1082.4,549.84,132.38,11.705,1.3296,74.546,132.7955,132.38,0.41550170898437955
436,10.597,997.83,100.14,4.9966,24.423,1084.4,550.23,133.89,11.88,1.327,74.455,133.99162,133.89,0.10162292480470114
437,10.634,997.6,100.15,4.7326,23.31,1077.8,549.9,128.85,11.475,1.7286,75.093,129.35515,128.85,0.5051483154296932
438,11.113,997.49,100.13,4.7051,24.659,1084.8,549.87,134.1,11.678,1.3221,74.693,134.27493,134.1,0.17493286132813068
439,10.416,998.62,100.16,5.1626,23.503,1069.3,543.55,127.83,11.529,11.864,82.206,127.44795,127.83,-0.3820477294921858
440,10.513,999.22,100.16,5.3224,24.577,1085.5,549.7,134.67,11.927,1.225,74.716,134.92473,134.67,0.2547283935547
441,11.145,999.83,100.17,5.3024,24.506,1085.0,549.8,134.48,11.787,1.6401,75.007,134.1108,134.48,-0.36920593261717727
442,11.937,999.99,100.15,5.0644,24.615,1085.4,549.95,134.54,11.847,1.6311,74.688,134.04062,134.54,-0.49938110351561704
443,11.725,1000.2,97.793,4.7399,24.595,1085.7,550.27,134.69,11.835,1.685,77.037,134.37778,134.69,-0.3122229003906227
444,11.691,1000.6,95.822,4.5764,24.501,1085.6,549.72,134.44,11.805,1.6447,77.159,134.52301,134.44,0.08301025390625227
445,11.373,1001.2,95.077,4.4372,24.223,1084.1,550.17,133.69,11.774,1.7117,75.431,133.63315,133.69,-0.056851806640622726
446,9.983,1002.0,95.78,4.3615,23.979,1083.5,550.06,133.67,11.761,1.716,78.031,133.60951,133.67,-0.060487670898424994
447,8.6494,1003.0,96.798,4.3285,23.814,1082.9,550.17,133.68,11.829,1.8374,78.413,133.56804,133.68,-0.11196105957031932
448,7.4819,1004.1,90.565,5.2982,31.037,1096.2,533.25,157.39,13.487,1.2335,75.508,157.09425,157.39,-0.29574645996092386
449,6.0853,1005.1,89.415,5.4785,32.942,1100.1,528.87,164.27,14.021,0.90326,74.001,164.56378,164.27,0.29378173828123977
450,5.1309,1006.5,87.516,4.151,23.72,1082.5,549.57,135.01,11.77,1.6534,84.33,133.8764,135.01,-1.133596191406241
451,4.3253,1008.0,84.416,4.124,23.548,1082.8,550.06,134.97,11.749,1.6917,84.729,133.78278,134.97,-1.1872241210937489
452,3.425,1009.2,83.001,4.0251,23.515,1082.7,549.98,135.09,11.779,1.7017,86.743,133.76155,135.09,-1.328449096679691
453,2.5549,1010.2,82.905,3.9848,23.451,1082.4,550.13,135.07,11.784,1.771,88.723,133.50261,135.07,-1.5673907470703057
454,2.0414,1011.4,81.85,4.0251,23.407,1082.6,549.78,134.32,11.719,1.6058,89.697,133.47977,134.32,-0.8402331542968682
455,1.6049,1012.2,82.478,3.9863,23.194,1081.6,549.83,133.4,11.673,1.4505,90.407,132.78476,133.4,-0.6152404785156307
456,0.96726,1017.9,84.35,4.2899,24.961,1086.2,546.51,139.92,12.13,2.5184,94.361,139.11731,139.92,-0.8026904296874875
457,1.0269,1018.9,84.505,4.116,23.61,1084.3,550.09,134.42,11.764,1.9524,90.054,133.56873,134.42,-0.8512744140624875
458,1.8178,1020.1,80.681,4.5867,26.921,1088.9,541.34,145.02,12.672,1.8712,83.74,144.25249,145.02,-0.7675128173828227
459,1.7382,1020.7,78.887,5.3844,33.631,1099.8,524.51,169.18,14.31,0.94869,69.934,168.59718,169.18,-0.5828167724609443
460,1.4308,1020.8,87.732,5.5887,33.94,1099.8,523.26,169.82,14.419,0.97443,68.969,169.35722,169.82,-0.4627764892578057
461,1.5376,1021.0,87.171,5.5879,33.792,1099.9,524.4,169.25,14.395,1.0394,69.41,168.79004,169.25,-0.4599609375
462,1.3562,1021.4,87.602,5.5861,34.095,1100.1,523.75,169.68,14.416,0.85098,68.879,169.19414,169.68,-0.4858624267578193
463,2.1448,1022.1,89.592,5.6624,34.046,1100.1,523.96,169.1,14.405,0.98647,69.559,168.71976,169.1,-0.3802429199218693
464,2.1902,1022.9,85.216,5.5802,33.756,1099.9,523.92,169.31,14.465,0.92351,69.172,168.71513,169.31,-0.5948663330078148
465,1.4993,1023.6,81.725,5.4899,33.651,1099.6,523.9,169.54,14.34,0.58256,69.13,168.83586,169.54,-0.7041387939453045
466,1.2887,1024.3,83.26,5.3581,32.833,1099.9,526.41,167.84,14.229,0.55367,69.79,167.53204,167.84,-0.3079565429687534
467,0.91765,1024.8,81.835,4.8064,27.843,1091.8,538.95,148.88,12.916,1.1199,81.607,148.18011,148.88,-0.6998852539062455
468,1.7212,1025.1,76.269,4.3451,23.888,1087.5,550.13,134.03,12.014,1.7798,91.37,134.27446,134.03,0.24445983886718636
469,2.2605,1025.7,71.572,4.7997,27.474,1093.4,541.34,145.76,12.85,1.5079,83.362,146.6726,145.76,0.9126074218750091
470,1.8587,1026.1,74.385,5.2209,32.072,1100.1,529.6,165.29,14.038,0.93426,70.74,164.93248,165.29,-0.35752014160155454
471,1.3718,1026.4,80.391,5.522,34.144,1100.1,522.15,170.16,14.489,0.97782,68.773,169.71529,170.16,-0.4447137451171841
472,1.2597,1026.4,83.231,5.5193,33.88,1100.2,523.02,169.57,14.407,0.85083,68.23,169.3375,169.57,-0.23250610351561818
473,1.3499,1026.5,85.32,5.5486,33.977,1100.0,522.58,169.51,14.458,0.91167,67.551,169.53328,169.51,0.023279418945321595
474,1.6283,1026.8,87.38,5.6216,34.228,1099.7,522.03,170.05,14.532,0.85702,66.73,169.7003,170.05,-0.34969787597657387
475,1.7572,1026.8,89.309,5.648,34.13,1100.0,522.0,169.61,14.479,0.79606,66.164,169.65115,169.61,0.04115356445311136
476,1.8597,1026.7,89.783,4.5633,25.711,1087.8,543.74,141.56,12.371,1.6651,84.894,140.7821,141.56,-0.7778955078125023
477,2.4281,1027.2,88.548,4.2141,23.4,1084.7,550.06,133.63,11.822,1.8937,87.987,133.72598,133.63,0.09598266601562955
478,2.9889,1027.4,86.657,4.2305,23.487,1085.0,550.04,133.66,11.835,1.9266,88.209,133.87636,133.66,0.2163580322265659
479,3.7768,1027.1,85.45,4.235,23.557,1085.5,550.0,133.67,11.868,2.6638,87.708,133.77016,133.67,0.100156860351575
480,4.8568,1026.6,85.241,4.2766,23.685,1085.8,550.21,133.67,11.891,2.6577,87.534,133.73592,133.67,0.065916137695325
481,5.5214,1026.2,84.358,4.248,23.757,1085.7,550.0,133.66,11.947,2.6442,86.596,133.8593,133.66,0.1992987060546909
482,5.3292,1026.1,84.902,4.2559,23.718,1086.0,549.77,133.94,11.913,1.9505,85.348,134.4032,133.94,0.4631982421875023
483,5.3256,1026.3,86.317,4.2588,23.659,1085.5,549.78,133.65,11.872,2.024,84.959,134.23763,133.65,0.5876251220703068
484,4.9795,1026.0,89.624,4.2644,23.706,1085.4,550.03,133.65,11.812,2.0064,84.074,134.2346,133.65,0.5846038818359318
485,5.0385,1026.1,91.528,4.3084,23.589,1085.3,550.12,133.65,11.734,1.8792,84.358,133.97466,133.65,0.3246551513671818
486,5.2707,1026.0,91.84,4.3684,23.716,1085.7,549.81,133.91,11.878,1.8745,84.425,134.29858,133.91,0.3885839843750034
487,5.7183,1025.9,91.114,4.3771,23.796,1085.6,550.23,133.64,11.94,2.0445,84.573,134.17393,133.64,0.5339349365234511
488,5.8282,1025.5,90.36,4.3489,23.718,1085.6,550.09,133.64,11.991,2.1005,84.883,134.05884,133.64,0.41883789062501364
489,6.0684,1025.3,88.106,4.3658,23.888,1084.9,549.28,133.6,11.836,2.1379,86.108,134.06293,133.6,0.4629272460937557
490,7.1127,1002.7,86.013,5.8328,34.339,1099.8,526.46,165.26,14.14,0.54695,70.941,165.72847,165.26,0.4684698486328216
491,5.7784,1003.7,93.379,6.0911,34.24,1100.0,526.59,166.17,14.208,0.54251,67.958,166.44267,166.17,0.2726727294922
492,4.81,1004.1,97.778,6.3297,33.917,1099.9,527.54,165.77,14.067,0.60211,70.515,166.18718,165.77,0.41717956542967727
493,4.6623,1004.3,97.378,5.9814,32.597,1100.1,531.87,162.69,13.866,0.68622,74.704,163.08826,162.69,0.3982568359375023
494,5.1146,1004.3,92.546,5.627,32.039,1099.9,534.0,160.87,13.644,0.53977,76.791,161.17104,160.87,0.30103576660155795
495,5.501,1004.6,91.69,4.8109,26.603,1077.1,538.35,139.88,12.218,2.4735,87.657,140.29399,139.88,0.41399108886719205
496,5.5635,1004.8,89.247,3.809,19.942,1037.0,536.56,111.72,10.478,7.4461,94.82,111.46375,111.72,-0.2562472534179676
497,5.3953,1005.2,87.762,3.7755,19.941,1036.2,535.8,111.71,10.582,7.9962,96.653,111.573135,111.71,-0.13686462402343125
498,4.5505,1006.0,88.933,3.9371,21.346,1042.7,535.17,117.66,10.999,8.2055,98.3,116.86289,117.66,-0.7971078491210903
499,3.5168,1006.6,88.01,5.1375,29.96,1100.2,540.89,156.45,13.212,0.13468,78.211,156.78632,156.45,0.33631591796876137
500,2.8258,1009.1,81.773,5.0467,29.647,1099.9,541.14,156.47,13.21,0.16464,79.371,156.65431,156.47,0.18431213378906364
501,2.4415,1009.9,78.145,5.3487,32.356,1100.1,532.17,163.36,13.773,0.45436,75.776,163.66422,163.36,0.30421508789061136
502,2.4212,1010.6,76.527,5.582,34.253,1100.3,525.98,168.1,14.224,0.37156,69.399,167.92331,168.1,-0.17669067382811932
503,2.8924,1011.1,71.31,5.6204,34.576,1099.8,524.77,168.34,14.333,0.4134,69.346,168.34438,168.34,0.004375610351559089
504,3.4934,1011.0,65.821,5.6016,34.243,1099.7,525.41,167.37,14.298,0.23817,69.308,167.59563,167.37,0.22562683105468295
505,4.3653,1011.1,62.833,5.6479,34.297,1099.8,525.49,166.9,14.304,0.32682,69.382,167.10558,166.9,0.20557556152343182
506,5.047,1011.2,60.473,5.6191,33.817,1100.3,526.99,165.75,14.171,0.40845,70.735,165.72887,165.75,-0.0211334228515625
507,5.4218,1011.7,58.536,5.6581,34.095,1100.2,525.79,166.14,14.277,0.50888,71.393,166.4101,166.14,0.27009521484376364
508,5.3312,1011.9,58.609,5.6487,33.959,1099.9,526.48,166.0,14.233,0.57949,71.15,165.89182,166.0,-0.108184814453125
509,5.0618,1012.3,63.82,5.7318,34.578,1100.0,524.98,167.04,14.351,0.48455,69.112,167.11877,167.04,0.07877441406250796
510,4.6693,1013.2,66.583,5.6072,33.897,1100.2,526.96,166.06,14.07,0.20707,69.516,165.82254,166.06,-0.23745971679687727
511,4.2584,1013.8,71.23,5.7096,34.604,1100.2,524.89,167.56,14.253,0.44426,68.734,167.52359,167.56,-0.036409912109377274
512,3.9148,1014.3,72.813,5.6597,34.19,1099.9,526.03,167.09,14.095,0.29035,68.593,166.80153,167.09,-0.2884710693359409
513,3.6207,1014.8,73.495,5.7366,34.665,1100.2,524.64,168.2,14.359,0.19987,67.275,167.96748,168.2,-0.23251647949217613
514,3.2349,1014.9,76.365,5.7675,35.018,1099.8,523.49,169.37,14.338,0.22202,65.508,168.69711,169.37,-0.6728869628906295
515,3.0792,1015.0,75.744,3.8393,21.085,1065.2,548.79,122.56,10.944,2.5155,89.202,120.2356,122.56,-2.324396667480471
516,3.0143,1015.4,76.07,3.7105,20.195,1035.7,533.7,112.08,10.582,9.3627,117.02,112.062706,112.08,-0.017294006347654545
517,2.7754,1015.6,78.744,3.7347,20.207,1039.7,536.12,113.17,10.61,7.6657,115.11,112.68334,113.17,-0.48665802001953296
518,2.4809,1015.7,80.05,3.7713,20.257,1037.4,534.47,112.81,10.661,9.4847,116.63,112.6148,112.81,-0.19520050048828352
519,2.3309,1015.5,80.897,3.8139,20.305,1036.1,533.38,112.91,10.699,9.7298,118.63,112.71137,112.91,-0.19862762451171534
520,1.2954,1016.7,87.518,5.4587,31.887,1089.3,527.39,157.35,13.558,1.8295,80.546,155.96533,157.35,-1.3846679687499943
521,2.445,1017.0,85.33,5.7968,34.371,1100.2,525.21,167.09,14.218,0.16554,64.779,167.98676,167.09,0.8967553710937466
522,3.9659,1017.2,75.696,5.7577,34.366,1099.8,525.5,166.12,14.237,0.54175,68.277,167.0854,166.12,0.965403442382808
523,5.27,1017.4,66.096,5.7214,33.682,1100.2,527.79,164.56,14.083,0.93377,71.37,164.68713,164.56,0.12713378906249773
524,6.1424,1017.1,63.355,5.7979,34.058,1100.1,526.56,164.91,14.154,0.61554,68.593,165.06125,164.91,0.1512487792968784
525,6.4672,1016.8,61.492,5.7576,33.922,1099.8,526.75,164.78,14.155,0.32738,67.265,164.70558,164.78,-0.07441833496093864
526,6.5781,1016.8,63.544,5.8373,34.494,1100.1,524.99,165.83,14.299,0.28487,66.407,166.04703,165.83,0.2170275878906125
527,6.5522,1017.0,66.598,5.7645,33.985,1100.0,526.59,164.98,14.159,0.55706,66.762,164.91107,164.98,-0.06892822265623977
528,6.5265,1017.0,66.014,5.8137,34.278,1100.2,525.66,165.41,14.261,0.49822,66.752,165.65729,165.41,0.2472875976562534
529,6.6011,1017.4,67.819,5.7632,33.99,1099.8,526.63,164.86,14.06,0.20734,66.685,164.75066,164.86,-0.10934387207032614
530,6.1482,1017.9,75.751,5.7282,34.11,1100.1,525.91,165.66,14.16,0.21234,65.143,165.7707,165.66,0.11070617675781591
531,4.9249,1018.4,87.409,5.7911,33.898,1100.1,526.26,166.22,14.157,0.21235,63.393,166.21193,166.22,-0.008070678710936363
532,4.2008,1018.7,92.616,6.0085,34.299,1100.2,524.69,167.28,14.319,0.2238,62.05,167.51805,167.28,0.23805114746093636
533,3.9947,1019.0,94.028,5.9859,34.269,1100.0,524.97,167.4,14.303,0.37583,61.567,167.35638,167.4,-0.043615722656255684
534,4.0597,1019.3,93.768,6.1618,34.89,1099.9,523.13,168.52,14.429,0.47602,62.044,168.36429,168.52,-0.15571166992188523
535,3.9213,1019.6,92.828,6.1617,34.506,1100.1,524.19,168.09,14.419,0.24562,62.677,167.94115,168.09,-0.1488531494140659
536,3.7667,1020.0,92.377,4.7229,24.876,1084.7,547.4,138.22,12.01,1.3866,86.035,137.03949,138.22,-1.1805102539062489
537,3.6891,1020.4,92.993,4.6028,23.558,1081.2,549.97,131.01,11.692,1.8413,92.574,131.79556,131.01,0.7855627441406341
538,4.0969,1023.8,92.221,4.8842,25.122,1090.2,549.74,139.58,12.06,1.0681,85.099,138.99832,139.58,-0.5816784667968875
539,4.9549,1024.3,94.797,4.8838,24.16,1084.8,550.17,133.67,11.838,1.8044,87.664,133.9521,133.67,0.282102661132825
540,6.2545,1024.0,92.495,4.6568,24.184,1084.5,549.89,133.98,11.945,1.2581,84.861,133.99289,133.98,0.012889404296885232
541,7.3431,1024.0,87.598,5.9796,34.051,1100.0,526.28,163.68,14.21,0.30351,64.134,164.68176,163.68,1.0017626953124932
542,7.7227,1024.0,84.37,5.9082,33.911,1099.8,526.52,163.39,14.271,0.137,62.44,164.36043,163.39,0.9704278564453261
543,8.3036,1024.0,82.088,5.8139,33.688,1100.1,527.25,162.6,14.141,0.58993,63.833,163.4626,162.6,0.8626007080078182
544,8.472,1024.3,80.203,5.765,33.669,1100.1,527.25,163.02,14.167,0.66281,64.302,163.40022,163.02,0.38022277832030227
545,8.3054,1024.3,79.991,5.7431,33.698,1099.6,527.41,163.6,14.025,0.63979,63.429,163.12915,163.6,-0.4708496093749943
546,7.5717,1024.6,81.792,5.4754,32.009,1100.1,532.7,160.33,13.754,0.26906,66.238,159.74818,160.33,-0.58181579589845
547,7.248,1025.0,82.843,5.8643,34.398,1100.0,524.69,165.44,14.292,0.20418,62.265,165.77708,165.44,0.3370843505859398
548,6.9269,1025.6,83.776,5.8421,34.069,1100.0,525.79,165.29,14.226,0.20921,60.36,165.03914,165.29,-0.25086120605467954
549,6.0407,1026.2,85.215,5.2362,29.529,1091.9,536.07,151.49,13.09,0.59196,70.855,150.62175,151.49,-0.8682501220703216
550,5.3375,1026.6,87.612,4.4604,23.771,1083.1,549.99,133.97,11.82,1.209,83.829,133.47607,133.97,-0.49392578124999886
551,4.7007,1027.0,88.316,4.4897,23.976,1084.3,549.9,135.09,11.86,1.1756,82.885,134.16136,135.09,-0.9286383056640659
552,4.0485,1027.3,89.694,6.2191,34.952,1100.0,522.74,168.62,14.369,0.24334,59.54,168.13734,168.62,-0.48265563964844205
553,3.5532,1027.3,90.871,4.2162,21.464,1041.2,531.68,117.76,10.984,8.8254,106.84,117.26055,117.76,-0.49944854736328637
554,4.0228,1028.2,87.146,6.1332,35.47,1099.2,520.62,168.58,14.463,0.56227,63.202,169.26347,168.58,0.683473510742175
555,4.3023,1028.5,91.175,5.8956,33.052,1099.9,528.66,164.06,13.982,0.2083,63.338,164.08286,164.06,0.022855224609372726
556,5.8738,1028.6,93.5,5.9986,33.94,1100.0,525.67,164.34,14.224,0.33081,64.058,165.44641,164.34,1.1064111328124966
557,8.4404,1028.5,82.721,5.728,33.345,1099.9,527.63,162.18,14.076,1.1106,70.231,162.50095,162.18,0.3209460449218682
558,9.5155,1028.5,74.714,5.8194,33.627,1099.8,526.77,162.34,14.123,1.9864,72.275,162.49997,162.34,0.1599694824218716
559,9.9104,1028.3,75.003,5.7065,33.274,1099.9,527.78,161.69,14.048,0.85537,67.522,161.74257,161.69,0.052568969726564774
560,10.055,1027.9,73.821,5.7511,33.421,1100.1,527.77,161.88,14.068,0.23124,64.092,161.84105,161.88,-0.03895080566405795
561,10.137,1027.5,69.57,5.6988,33.164,1099.8,528.02,161.22,13.941,0.23666,65.883,161.48737,161.22,0.26736572265625114
562,10.25,1027.3,70.797,5.7276,33.459,1100.1,527.49,161.64,14.043,0.29719,64.742,161.93588,161.64,0.29588256835938864
563,9.7506,1027.2,74.842,5.7387,33.46,1100.0,527.23,162.04,13.991,0.20815,64.114,162.41547,162.04,0.37546630859375796
564,9.0844,1027.5,80.66,5.7846,33.807,1099.8,526.34,162.95,14.09,0.22763,64.073,163.4186,162.95,0.46859436035157387
565,8.5527,1027.7,80.698,5.8252,33.896,1099.8,526.15,164.32,14.151,0.31711,63.789,163.90929,164.32,-0.4107135009765557
566,7.6729,1027.9,80.831,5.8349,34.054,1100.1,525.35,164.75,14.218,0.3178,63.854,165.00342,164.75,0.25341796875
567,6.6798,1028.2,82.792,5.9337,34.658,1099.8,523.76,166.89,14.334,0.20717,63.054,166.50159,166.89,-0.38841308593748636
568,5.5429,1028.2,86.266,5.2589,29.178,1100.0,541.6,154.53,13.157,0.49408,78.825,153.08902,154.53,-1.4409802246093761
569,4.9102,1028.3,88.475,5.5797,31.045,1099.9,535.46,159.53,13.613,0.29718,70.389,158.89998,159.53,-0.6300213623046886
570,4.8649,1028.3,88.406,5.9784,34.123,1099.9,525.18,166.1,14.232,0.30244,64.413,166.48303,166.1,0.3830322265625057
571,4.72,1028.2,88.049,6.0275,34.719,1100.0,523.05,167.75,14.45,0.25392,61.866,167.83586,167.75,0.0858612060546875
572,4.567,1028.1,87.829,6.1062,35.21,1099.9,521.71,168.67,14.497,0.21099,61.074,168.57571,168.67,-0.0942858886718625
573,4.5357,1027.9,87.14,6.0283,34.537,1100.1,523.67,167.51,14.363,0.34463,62.589,167.57678,167.51,0.0667822265625091
574,4.493,1027.8,86.853,6.0196,34.803,1100.0,522.59,167.9,14.41,0.48805,63.303,168.20836,167.9,0.3083587646484318
575,4.3607,1027.8,87.073,5.9956,34.562,1100.1,523.72,167.74,14.367,0.45674,61.88,167.5781,167.74,-0.1619055175781341
576,4.1392,1027.9,87.807,6.06,34.931,1100.0,522.12,168.73,14.429,0.42799,63.739,168.60722,168.73,-0.12277648925780227
577,4.2432,1028.3,88.888,5.9882,34.307,1099.8,524.38,167.42,14.232,0.34755,62.455,167.14397,167.42,-0.2760333251953
578,5.0159,1028.7,90.759,6.0522,34.567,1100.0,523.47,166.9,14.358,0.28401,61.866,167.3696,166.9,0.4695983886718693
579,7.0302,1028.8,92.536,5.9023,33.667,1100.3,526.94,163.28,14.252,0.52608,64.014,163.95395,163.28,0.6739489746093739
580,9.4356,1029.1,88.825,5.8615,33.486,1099.9,527.11,161.83,14.113,0.93148,68.044,162.10815,161.83,0.2781542968749875
581,10.321,1029.1,84.519,5.7759,33.104,1100.2,528.33,160.99,14.082,1.9359,71.891,160.71024,160.99,-0.2797644042968841
582,10.856,1028.8,77.456,5.7819,33.35,1100.2,527.5,161.28,14.109,1.0832,66.842,161.28577,161.28,0.005766601562498863
583,11.063,1028.1,72.093,5.6287,32.426,1100.0,530.88,159.35,13.787,0.33067,67.067,158.87833,159.35,-0.4716735839843693
584,10.937,1027.8,72.293,5.7466,33.269,1100.1,528.05,161.02,14.07,0.022309,63.956,161.14046,161.02,0.12045715332030227
585,10.97,1027.9,70.369,5.7041,33.034,1100.1,528.84,160.43,14.061,0.31679,65.852,160.54643,160.43,0.11643249511718068
586,11.166,1027.8,64.939,5.7351,33.412,1100.2,527.84,161.06,14.111,0.38951,66.111,161.11722,161.06,0.057218017578122726
587,10.467,1027.8,68.543,5.6806,33.226,1100.0,528.31,161.21,13.981,0.5296,66.166,161.11421,161.21,-0.09578796386719546
588,9.6933,1028.0,71.04,5.6749,33.278,1100.1,528.14,161.84,14.031,0.48826,65.286,161.72789,161.84,-0.11210998535156591
589,8.7432,1028.3,76.21,5.7573,33.599,1100.0,526.64,163.38,14.177,0.35233,63.639,163.43045,163.38,0.05045043945312955
590,7.8701,1028.2,83.911,5.94,33.949,1100.2,525.18,164.76,14.304,0.26134,61.73,164.92683,164.76,0.1668341064453216
591,7.2747,1028.2,87.221,5.9849,33.744,1099.9,526.0,164.75,14.176,0.23008,62.014,164.58739,164.75,-0.1626129150390625
592,6.7789,1028.1,89.597,6.1297,34.38,1100.0,524.1,166.15,14.343,0.25776,61.446,166.11295,166.15,-0.037054443359380684
593,6.5287,1027.7,91.693,6.2008,34.196,1099.9,524.72,165.79,14.388,0.2137,60.237,165.79306,165.79,0.003060302734382958
594,6.5382,1027.5,93.354,6.2357,34.076,1099.9,524.78,165.46,14.266,0.29323,61.735,165.7652,165.46,0.30519775390624204
595,6.3957,1027.2,93.991,6.2492,33.742,1100.0,525.79,165.12,14.26,0.20343,63.371,165.30693,165.12,0.18693054199218295
596,6.402,1027.0,95.013,4.4824,21.882,1056.8,539.89,120.58,11.298,5.335,113.26,120.72622,120.58,0.14621917724609546
597,6.8741,1026.6,93.793,4.0591,19.438,1053.7,546.88,111.95,10.621,5.1742,112.67,111.39329,111.95,-0.5567123413085966
598,7.2455,1026.4,91.936,4.0152,19.447,1053.1,546.81,111.2,10.539,5.5441,117.86,110.797035,111.2,-0.4029647827148466
599,7.3387,1026.2,90.654,4.0212,19.581,1049.8,544.62,110.71,10.565,6.4154,119.79,110.53352,110.71,-0.17647644042968125
600,7.295,1026.2,90.355,4.0396,19.63,1049.4,544.23,110.71,10.591,6.3373,119.43,110.643585,110.71,-0.06641479492186875
601,7.1854,1026.3,90.313,5.8416,31.886,1092.4,528.09,156.77,13.631,0.82396,76.556,155.53769,156.77,-1.2323107910156352
602,7.0234,1026.3,92.444,6.1745,33.488,1100.0,527.08,163.77,14.114,0.22056,61.962,163.98512,163.77,0.21512268066405227
603,8.1581,1026.5,93.303,6.115,33.643,1100.0,526.71,162.92,14.155,0.55022,63.279,163.51622,162.92,0.59622009277345
604,9.3873,1026.6,87.882,5.8406,33.103,1100.0,528.47,161.11,14.089,0.53405,65.666,161.56203,161.11,0.45202697753904886
605,9.9721,1026.7,85.597,5.8288,33.415,1100.0,527.65,161.28,14.115,0.79277,66.873,161.76575,161.28,0.48574707031249886
606,10.56,1026.5,82.042,5.7395,33.034,1099.7,529.54,160.24,14.065,0.69068,67.22,160.19562,160.24,-0.044382324218759095
607,11.37,1025.8,80.128,5.7831,33.215,1100.0,528.47,160.05,14.036,0.46301,65.394,160.63463,160.05,0.5846282958984261
608,12.174,1025.3,75.106,5.6849,32.499,1099.9,530.39,158.56,13.796,0.59592,66.959,158.8357,158.56,0.2756933593749977
609,11.612,1024.8,76.925,5.6888,32.523,1099.8,530.38,158.9,13.877,0.61431,67.08,159.20284,158.9,0.3028350830078068
610,10.72,1024.6,78.597,5.7002,32.739,1099.9,529.79,160.21,13.861,0.30984,65.198,160.21657,160.21,0.006567993164054542
611,9.8731,1024.8,80.853,5.6948,32.956,1099.9,529.11,161.1,13.939,0.24652,64.458,161.16208,161.1,0.062078857421880684
612,8.9965,1025.0,83.895,5.7124,32.828,1100.1,529.53,161.46,13.879,0.4909,63.462,161.14679,161.46,-0.31321044921875796
613,8.5196,1024.6,87.425,5.9138,33.687,1100.1,526.54,163.37,14.158,0.30546,62.162,163.68915,163.37,0.31914794921874545
614,8.3643,1024.5,88.012,5.8299,33.158,1099.7,528.26,162.48,13.956,0.21437,62.485,162.38632,162.48,-0.09367797851561477
615,8.159,1024.8,88.08,5.9196,33.641,1100.2,526.3,163.71,14.218,0.31614,62.48,164.09575,163.71,0.38574890136717954
616,7.8923,1024.9,88.294,5.9029,33.592,1100.0,526.38,163.86,14.149,0.44155,62.953,164.1116,163.86,0.25160278320311136
617,7.6564,1024.7,89.005,5.9313,33.773,1100.1,525.9,164.23,14.262,0.49067,62.216,164.61714,164.23,0.38714172363282273
618,7.6039,1024.6,90.111,5.8696,33.252,1100.0,527.83,162.88,14.054,0.41415,63.952,163.15874,162.88,0.27873718261719205
619,7.561,1024.4,89.669,5.8869,33.525,1099.9,527.04,163.69,14.153,0.20018,63.326,163.87782,163.69,0.18782287597656477
620,7.5737,1024.2,89.414,4.029,20.713,1058.4,545.71,116.5,10.887,4.408,107.87,116.05707,116.5,-0.44293212890625
621,7.9615,1024.0,89.505,3.851,19.298,1055.3,548.92,111.18,10.583,4.6678,111.01,110.74061,111.18,-0.43939178466797557
622,8.133,1023.9,88.858,3.8396,19.238,1055.5,549.49,110.69,10.493,4.8033,114.93,110.36039,110.69,-0.3296102905273415
623,7.997,1023.8,88.787,3.8498,19.33,1054.6,548.84,110.72,10.543,4.9574,113.53,110.352776,110.72,-0.3672244262695301
624,7.9755,1023.6,88.881,3.8963,19.609,1054.6,548.22,111.48,10.65,5.0152,116.25,110.92574,111.48,-0.5542568969726602
625,7.9101,1023.6,88.818,5.8994,33.441,1100.1,527.66,161.73,14.049,0.67498,64.534,163.19804,161.73,1.4680438232421977
626,7.4956,1023.5,90.919,5.9246,33.207,1100.0,527.99,162.96,14.042,0.77804,64.739,163.11374,162.96,0.15373901367186704
627,7.5119,1023.2,91.347,5.968,33.556,1100.1,526.96,163.47,14.151,0.79631,64.091,163.96045,163.47,0.49044921875000114
628,7.901,1022.9,89.426,5.9157,33.396,1100.0,527.93,162.93,14.062,0.43464,64.023,163.07057,162.93,0.14057189941405568
629,8.3782,1022.3,87.781,5.9773,33.813,1100.2,526.38,163.33,14.21,0.60856,66.666,163.97934,163.33,0.6493395996093625
630,8.7986,1021.3,86.042,6.3251,36.563,1100.2,518.08,167.74,14.703,0.45126,65.734,168.70096,167.74,0.9609582519531159
